latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
13.321617,74.79452,97.0,19800,Asia/Kolkata,GMT+5:30

time,temperature_2m_mean (°C),precipitation_sum (mm),shortwave_radiation_sum (MJ/m²),apparent_temperature_mean (°C),wind_speed_10m_max (km/h),et0_fao_evapotranspiration (mm),sunshine_duration (s),wind_direction_10m_dominant (°),pressure_msl_mean (hPa),cloud_cover_mean (%),dew_point_2m_mean (°C),soil_moisture_0_to_7cm_mean (m³/m³)
2021-10-24,25.2,16.10,15.98,30.2,10.9,3.12,24491.12,334,1013.0,85,23.3,0.499
2021-10-25,25.9,14.50,17.83,31.1,11.2,3.61,34718.25,352,1010.8,89,23.5,0.494
2021-10-26,25.6,15.00,14.62,30.7,11.6,2.93,28499.12,175,1009.7,89,23.6,0.499
2021-10-27,26.3,0.00,20.60,30.8,13.8,4.23,38718.08,237,1009.6,72,22.4,0.474
2021-10-28,25.9,0.00,20.54,30.8,13.6,4.04,33626.33,225,1009.9,70,22.8,0.454
2021-10-29,26.2,0.10,19.29,30.7,13.0,4.03,31641.58,322,1010.2,89,22.4,0.435
2021-10-30,26.7,4.30,17.34,32.0,12.0,3.56,32222.64,167,1010.8,87,23.7,0.445
2021-10-31,26.5,0.70,18.65,32.3,11.7,3.75,37817.02,195,1010.8,92,24.3,0.458
2021-11-01,26.3,11.80,14.61,32.2,11.7,2.99,25863.33,249,1009.7,97,24.3,0.460
2021-11-02,26.7,7.60,15.33,32.2,11.0,3.19,25643.24,158,1008.5,100,24.1,0.461
2021-11-03,26.1,23.50,15.40,31.8,9.5,3.07,24154.70,186,1009.3,99,24.3,0.476
2021-11-04,25.4,25.10,16.03,30.7,10.4,3.17,28751.71,142,1009.5,96,23.8,0.504
2021-11-05,25.7,15.10,17.29,30.9,10.3,3.40,34015.41,132,1009.6,93,23.6,0.502
2021-11-06,25.4,17.60,17.25,30.4,15.6,3.30,33958.71,162,1009.1,80,23.4,0.502
2021-11-07,25.8,9.40,16.82,31.0,12.9,3.32,28054.41,144,1008.9,89,23.5,0.493
2021-11-08,25.6,4.40,16.61,30.7,8.7,3.31,30580.70,17,1009.7,93,23.3,0.487
2021-11-09,26.0,0.10,17.18,31.2,10.3,3.51,33431.90,193,1009.6,98,23.3,0.473
2021-11-10,25.9,0.30,16.28,30.6,9.6,3.34,35957.81,294,1009.1,99,22.8,0.455
2021-11-11,25.6,0.00,11.62,28.0,15.3,3.27,14882.55,36,1007.2,100,19.7,0.438
2021-11-12,24.9,2.30,12.47,28.3,13.0,2.82,25134.30,24,1007.3,93,21.3,0.458
2021-11-13,25.4,15.70,12.41,30.3,8.2,2.56,22079.53,45,1007.6,99,23.3,0.481
2021-11-14,25.0,11.20,11.92,29.9,10.4,2.37,21945.74,164,1007.6,100,23.5,0.503
2021-11-15,24.9,29.50,11.76,30.0,16.5,2.30,15476.41,40,1006.2,100,23.5,0.506
2021-11-16,24.9,42.90,11.19,29.1,17.1,2.23,18153.72,148,1005.9,88,23.3,0.503
2021-11-17,26.0,8.50,16.02,30.0,17.8,3.27,33272.37,164,1008.1,80,23.1,0.486
2021-11-18,25.5,8.30,13.44,30.8,8.3,2.71,21818.09,53,1007.9,94,23.6,0.483
2021-11-19,24.9,15.50,6.82,29.4,13.7,1.48,1102.67,350,1005.2,100,23.5,0.503
2021-11-20,24.4,42.40,6.59,29.0,14.7,1.33,1812.54,178,1005.6,100,23.5,0.509
2021-11-21,24.9,29.80,15.05,28.8,15.4,2.92,34212.32,154,1008.9,98,22.9,0.501
2021-11-22,25.4,7.10,16.14,30.2,13.6,3.17,29055.34,336,1010.5,63,23.1,0.499
2021-11-23,26.4,0.00,17.72,31.7,10.8,3.57,37187.54,328,1009.5,45,23.8,0.478
2021-11-24,26.1,16.00,16.33,31.6,9.8,3.28,33484.09,76,1009.4,87,23.9,0.486
2021-11-25,26.0,0.00,17.55,31.0,14.4,3.61,33310.05,318,1009.0,76,23.2,0.478
2021-11-26,26.4,0.00,17.88,30.3,13.0,3.90,36943.82,8,1009.4,69,21.7,0.460
2021-11-27,26.2,0.00,16.68,28.7,14.5,4.13,32514.15,27,1009.4,90,19.6,0.442
2021-11-28,27.9,0.30,16.73,30.1,16.8,4.84,33225.53,34,1009.0,97,19.9,0.421
2021-11-29,26.1,26.00,16.78,30.8,10.8,3.45,33226.03,256,1009.8,96,22.7,0.443
2021-11-30,25.6,6.50,14.67,30.5,11.6,3.04,25421.33,187,1010.0,97,23.2,0.469
2021-12-01,26.1,2.90,18.84,30.6,15.8,3.90,36000.00,188,1009.8,46,22.7,0.471
2021-12-02,25.7,3.60,15.04,30.5,12.5,2.99,33532.25,190,1010.6,84,23.2,0.477
2021-12-03,25.3,8.60,14.85,30.6,12.1,2.89,30874.10,273,1011.4,82,23.6,0.493
2021-12-04,25.2,3.40,14.95,30.4,10.9,2.90,36489.34,307,1011.8,57,23.4,0.487
2021-12-05,25.5,0.10,17.28,29.9,12.6,3.49,36711.02,338,1011.8,30,22.8,0.476
2021-12-06,25.7,0.00,19.78,29.0,18.3,4.10,37035.58,338,1011.2,16,21.4,0.451
2021-12-07,25.2,0.00,19.30,28.5,14.8,3.98,36279.98,331,1011.1,8,20.8,0.425
2021-12-08,25.4,0.00,19.47,29.4,12.8,3.92,36918.47,310,1010.8,1,21.5,0.412
2021-12-09,25.6,0.00,18.66,29.9,11.5,3.81,36809.10,332,1011.9,5,22.0,0.399
2021-12-10,26.6,0.90,17.83,30.9,10.4,3.79,36599.10,350,1012.3,15,22.4,0.387
2021-12-11,25.9,0.00,18.51,30.0,13.0,3.85,36800.85,347,1011.8,9,21.9,0.369
2021-12-12,27.2,0.10,17.28,31.3,14.0,3.85,36295.07,1,1011.7,63,21.9,0.356
2021-12-13,26.6,0.00,17.74,30.1,11.8,3.92,36099.45,351,1010.9,93,21.2,0.345
2021-12-14,26.7,0.20,17.11,30.6,9.9,3.78,33296.62,3,1010.4,80,21.6,0.336
2021-12-15,26.4,0.00,17.83,30.3,11.9,3.76,36012.16,322,1011.2,59,21.6,0.328
2021-12-16,26.2,0.00,18.32,30.1,11.9,3.83,36397.00,320,1012.1,15,21.6,0.321
2021-12-17,26.0,0.00,19.17,29.0,14.3,4.17,36465.59,334,1012.5,2,20.1,0.314
2021-12-18,25.3,0.00,19.55,27.9,13.1,4.26,36628.39,353,1011.9,7,19.0,0.309
2021-12-19,24.8,0.00,19.64,26.6,12.9,4.34,36624.70,326,1012.6,0,17.1,0.307
2021-12-20,24.0,0.00,20.00,24.9,13.0,4.48,36698.13,343,1013.0,0,14.9,0.303
2021-12-21,24.3,0.00,19.56,26.2,14.7,4.25,36528.58,162,1013.6,9,17.7,0.295
2021-12-22,24.2,0.00,19.30,27.3,13.5,3.90,36353.98,231,1012.5,0,19.8,0.289
2021-12-23,24.9,0.00,18.70,28.1,14.5,3.87,36351.77,338,1012.1,8,20.4,0.285
2021-12-24,24.8,0.00,18.92,28.0,14.3,3.91,36353.10,322,1012.1,2,20.4,0.279
2021-12-25,25.2,0.00,19.42,28.1,17.3,4.06,36440.15,339,1012.6,2,20.4,0.278
2021-12-26,24.8,0.00,18.81,28.5,14.2,3.81,36302.84,339,1013.2,22,21.5,0.274
2021-12-27,25.2,0.00,19.28,28.7,16.1,4.00,36276.19,266,1013.4,1,21.0,0.271
2021-12-28,25.1,0.00,19.40,28.7,15.5,3.98,36393.82,322,1012.7,4,21.1,0.270
2021-12-29,25.2,0.00,18.98,28.5,14.6,3.99,36462.53,292,1011.9,2,20.5,0.266
2021-12-30,25.2,0.00,19.49,28.0,15.8,4.16,36559.61,211,1012.4,0,19.3,0.262
2021-12-31,26.5,0.00,17.74,28.8,14.8,4.33,36299.54,25,1012.9,35,19.1,0.259
2022-01-01,27.4,0.10,18.08,30.2,13.8,4.36,36398.32,348,1013.4,45,20.0,0.257
2022-01-02,26.9,0.00,19.17,30.3,13.8,4.29,36598.50,330,1012.0,35,20.7,0.253
2022-01-03,26.0,0.00,19.40,29.2,15.9,4.09,36602.85,282,1012.1,45,20.3,0.252
2022-01-04,25.9,0.00,19.74,28.3,15.0,4.44,36810.40,300,1012.2,7,18.7,0.251
2022-01-05,25.6,0.00,19.55,28.0,15.6,4.27,36804.62,193,1012.8,52,18.6,0.255
2022-01-06,24.9,0.00,19.66,27.6,15.5,4.14,36913.09,314,1011.7,17,19.5,0.259
2022-01-07,25.3,0.00,19.21,28.3,14.8,4.03,36811.73,297,1012.3,9,19.9,0.261
2022-01-08,25.4,0.10,18.41,28.4,16.1,3.92,37029.59,333,1012.9,9,20.3,0.259
2022-01-09,25.4,0.00,19.54,27.8,18.3,4.26,37034.79,335,1011.9,2,19.3,0.252
2022-01-10,25.5,0.00,18.45,27.9,15.8,4.09,37149.66,335,1011.9,57,19.2,0.247
2022-01-11,24.9,0.00,19.80,26.6,20.9,4.49,37266.66,335,1012.1,19,18.7,0.244
2022-01-12,23.9,0.00,19.49,25.4,14.4,4.22,37272.98,342,1012.3,71,17.4,0.249
2022-01-13,23.8,0.00,19.74,25.4,13.4,4.24,37392.70,338,1011.9,29,17.3,0.244
2022-01-14,24.2,0.00,18.62,26.1,14.0,4.02,37283.91,338,1011.5,76,18.1,0.239
2022-01-15,24.6,0.00,20.11,26.4,17.1,4.43,37637.71,335,1011.5,66,18.0,0.237
2022-01-16,25.6,0.00,20.09,28.0,15.1,4.45,37645.27,327,1011.8,83,18.9,0.238
2022-01-17,26.5,0.00,18.20,29.9,14.0,4.04,37177.58,254,1013.3,98,20.9,0.239
2022-01-18,26.1,0.00,20.19,28.8,17.3,4.53,37897.85,315,1012.4,28,19.4,0.236
2022-01-19,25.5,0.00,20.58,26.7,18.4,4.92,37984.55,315,1011.7,43,16.2,0.241
2022-01-20,25.2,0.00,20.42,27.6,15.5,4.42,38017.96,298,1010.7,28,18.5,0.242
2022-01-21,25.4,0.00,20.48,28.4,17.5,4.32,38050.69,301,1011.0,55,19.8,0.241
2022-01-22,25.3,0.10,19.43,28.6,16.5,4.12,38082.66,323,1010.8,66,20.9,0.242
2022-01-23,24.9,0.00,19.09,27.4,14.7,4.18,37805.26,334,1010.8,24,19.3,0.245
2022-01-24,24.7,0.00,20.23,26.0,17.1,4.67,38144.82,331,1010.3,36,17.3,0.250
2022-01-25,23.7,0.00,20.88,24.6,17.8,4.62,38175.49,334,1010.3,3,16.1,0.252
2022-01-26,24.2,0.00,20.58,25.5,18.4,4.51,38195.71,331,1010.4,25,17.1,0.257
2022-01-27,25.4,0.00,20.29,27.2,21.4,4.68,38235.91,331,1009.3,32,18.6,0.259
2022-01-28,26.5,0.00,16.95,29.2,17.7,4.10,37177.69,300,1009.6,30,19.6,0.262
2022-01-29,26.7,0.00,20.17,29.1,19.1,4.76,38294.94,325,1011.1,50,18.9,0.261
2022-01-30,27.2,0.00,20.80,30.3,16.0,4.67,38323.85,280,1010.6,18,19.9,0.260
2022-01-31,26.4,0.00,20.17,30.3,15.5,4.27,38352.34,260,1010.1,4,21.8,0.255
2022-02-01,26.0,0.00,21.23,29.6,18.0,4.53,38380.36,259,1009.4,16,20.8,0.252
2022-02-02,26.3,0.00,20.88,29.9,16.2,4.41,38407.90,282,1010.6,32,21.0,0.251
2022-02-03,25.8,0.00,21.21,29.0,14.9,4.46,38434.92,328,1011.2,10,20.9,0.254
2022-02-04,24.6,0.00,20.96,26.9,16.6,4.47,38461.41,333,1010.6,42,18.8,0.254
2022-02-05,23.9,0.00,22.11,26.0,16.3,4.54,38487.34,329,1010.2,45,18.5,0.257
2022-02-06,24.6,0.00,20.03,27.5,15.8,4.14,38512.68,307,1012.5,23,20.0,0.257
2022-02-07,25.2,0.00,21.78,27.9,20.9,4.58,38537.42,328,1013.0,61,20.1,0.262
2022-02-08,25.5,0.00,21.51,28.2,19.6,4.56,38561.52,332,1012.0,47,20.4,0.260
2022-02-09,25.7,0.00,21.22,28.4,19.1,4.66,38584.97,326,1011.1,88,20.4,0.258
2022-02-10,25.9,0.00,21.30,28.5,17.2,4.67,38607.74,317,1010.4,12,19.4,0.259
2022-02-11,26.3,0.00,22.14,28.7,16.1,4.99,38629.81,273,1009.3,56,18.3,0.256
2022-02-12,26.0,0.00,22.18,27.9,17.0,5.02,38651.16,268,1009.6,1,17.3,0.255
2022-02-13,26.0,0.00,22.27,28.9,19.1,4.82,38671.80,207,1008.7,11,19.4,0.256
2022-02-14,26.5,0.00,21.97,30.1,17.1,4.77,38691.73,296,1008.9,14,20.9,0.256
2022-02-15,26.0,0.00,21.03,29.4,17.4,4.45,38710.98,257,1009.3,42,20.9,0.259
2022-02-16,25.6,0.10,21.23,28.8,14.6,4.52,38729.56,273,1007.7,29,20.4,0.258
2022-02-17,26.5,0.00,21.38,29.3,14.8,4.80,38747.51,297,1006.3,36,19.8,0.254
2022-02-18,26.6,0.00,21.38,29.2,17.9,4.97,38764.82,254,1007.7,19,19.3,0.256
2022-02-19,26.9,0.00,22.66,29.9,18.4,5.07,38824.75,271,1009.7,1,19.9,0.256
2022-02-20,26.6,0.00,23.03,30.0,18.8,5.03,38916.90,218,1010.0,32,20.6,0.255
2022-02-21,26.1,0.00,23.04,29.3,19.3,5.15,38813.25,317,1009.4,22,20.5,0.257
2022-02-22,26.2,0.00,23.11,28.7,18.0,5.13,38941.05,315,1010.3,6,18.9,0.251
2022-02-23,26.4,0.00,21.40,29.8,17.7,4.74,38951.87,287,1011.8,39,20.7,0.251
2022-02-24,26.7,0.00,22.32,30.7,18.0,4.78,38875.69,297,1013.2,30,21.6,0.251
2022-02-25,26.6,0.00,22.98,30.3,16.6,4.93,39058.78,309,1012.2,29,21.5,0.251
2022-02-26,26.4,0.00,23.71,30.0,18.9,5.11,39157.87,220,1011.7,18,20.5,0.250
2022-02-27,27.1,0.00,23.16,31.2,18.2,5.04,39077.93,301,1012.0,17,21.8,0.250
2022-02-28,26.6,0.00,22.78,30.4,20.2,4.94,39178.47,267,1011.7,53,21.5,0.250
2022-03-01,26.2,0.00,21.60,30.1,18.2,4.59,39158.43,270,1011.7,70,21.5,0.250
2022-03-02,27.0,0.00,23.30,30.2,18.7,5.28,39006.59,303,1010.8,88,20.1,0.250
2022-03-03,26.5,0.00,24.08,28.8,19.3,5.59,39396.81,306,1010.2,18,18.3,0.250
2022-03-04,26.9,0.00,24.21,28.8,18.8,5.76,39406.88,302,1010.4,55,17.3,0.250
2022-03-05,26.4,0.00,23.98,28.5,20.1,5.48,38964.33,240,1009.9,49,17.6,0.250
2022-03-06,27.1,0.00,22.80,29.8,18.3,5.30,39424.00,292,1009.3,43,19.2,0.250
2022-03-07,27.4,0.00,23.97,30.3,18.4,5.49,39532.78,254,1009.2,42,19.5,0.250
2022-03-08,28.0,0.70,20.92,32.2,17.3,4.61,39231.14,248,1009.9,21,21.8,0.253
2022-03-09,26.9,1.80,21.99,31.4,15.5,4.56,38999.25,281,1009.9,44,22.9,0.285
2022-03-10,27.5,0.00,22.98,32.2,16.7,4.89,39552.67,290,1009.3,15,23.0,0.307
2022-03-11,27.7,0.10,22.73,32.3,19.0,4.98,39557.61,321,1008.9,8,23.2,0.297
2022-03-12,27.4,0.60,22.31,31.8,16.9,4.83,39561.77,297,1008.5,8,22.6,0.290
2022-03-13,27.9,0.00,23.39,32.4,16.8,5.22,39784.73,287,1008.3,2,22.8,0.283
2022-03-14,28.0,0.00,23.38,32.4,19.0,5.20,39790.12,256,1008.9,12,22.4,0.276
2022-03-15,28.0,0.00,22.95,33.2,19.8,4.93,39907.19,231,1008.5,40,23.7,0.270
2022-03-16,28.5,0.00,21.65,33.6,21.6,4.76,36400.45,275,1007.9,84,23.9,0.265
2022-03-17,28.3,0.00,22.66,33.3,20.5,4.92,39113.48,247,1007.5,95,23.7,0.262
2022-03-18,28.5,0.10,20.15,33.5,17.0,4.52,34247.91,232,1007.5,67,23.7,0.260
2022-03-19,27.2,7.50,16.11,32.2,12.9,3.41,29775.01,219,1007.9,55,23.5,0.285
2022-03-20,27.7,1.80,19.81,32.3,14.2,4.32,39692.28,214,1008.0,74,22.8,0.259
2022-03-21,27.8,0.20,21.47,32.3,16.2,4.72,38837.55,266,1008.2,40,22.6,0.258
2022-03-22,28.2,2.70,16.67,33.6,11.4,3.74,29386.52,272,1008.2,73,23.9,0.263
2022-03-23,27.7,2.20,18.71,33.2,12.7,4.00,34029.25,278,1007.4,64,23.9,0.275
2022-03-24,26.9,17.20,12.79,32.0,15.3,2.73,19889.54,181,1008.0,81,23.9,0.356
2022-03-25,26.5,3.00,13.86,31.7,15.1,2.93,22000.16,176,1008.9,84,23.8,0.420
2022-03-26,27.6,1.90,20.19,33.0,14.8,4.30,39064.19,300,1010.5,31,24.1,0.393
2022-03-27,28.5,0.20,21.36,33.4,19.2,4.79,38227.44,311,1010.7,28,24.0,0.371
2022-03-28,28.8,0.00,21.97,34.0,18.6,4.88,39564.72,313,1010.0,33,24.4,0.344
2022-03-29,29.0,2.90,18.22,34.9,14.9,4.08,35379.86,278,1009.2,56,24.9,0.338
2022-03-30,29.1,0.10,22.06,34.5,15.5,4.87,40976.52,244,1009.0,27,24.3,0.335
2022-03-31,28.8,2.40,18.55,34.5,16.8,4.11,33526.43,237,1009.4,52,24.8,0.320
2022-04-01,28.2,7.10,17.59,34.2,13.8,3.75,29365.31,250,1009.4,76,25.0,0.342
2022-04-02,27.3,15.50,17.63,32.9,13.2,3.71,33222.45,164,1010.5,68,24.5,0.414
2022-04-03,28.4,2.40,20.53,34.3,14.8,4.45,37795.42,260,1009.4,73,24.8,0.424
2022-04-04,28.7,1.30,22.10,34.7,16.2,4.79,39044.40,306,1009.8,73,24.9,0.406
2022-04-05,27.8,5.40,20.79,33.4,18.0,4.37,38857.38,264,1011.7,66,24.4,0.395
2022-04-06,27.4,7.30,19.74,32.6,14.9,4.20,31674.82,284,1012.2,87,23.9,0.420
2022-04-07,28.6,1.60,21.56,34.3,18.0,4.68,40201.23,299,1010.5,66,24.9,0.391
2022-04-08,28.2,5.70,19.10,34.5,14.0,4.03,36962.09,273,1009.5,81,25.3,0.386
2022-04-09,27.4,3.40,15.87,32.5,13.0,3.49,29952.98,253,1009.3,99,24.1,0.386
2022-04-10,28.0,1.90,16.84,33.4,13.1,3.75,23342.06,297,1008.8,97,24.4,0.374
2022-04-11,29.0,0.40,19.45,34.5,19.0,4.35,36077.68,312,1007.4,96,24.6,0.370
2022-04-12,28.9,3.10,19.46,35.0,16.0,4.22,34243.72,294,1006.3,99,25.3,0.382
2022-04-13,27.6,14.60,15.95,33.3,15.1,3.50,27502.43,235,1006.2,100,24.8,0.413
2022-04-14,26.5,11.70,9.40,31.4,17.1,2.27,2488.24,171,1007.7,100,23.6,0.439
2022-04-15,27.6,1.30,20.28,32.5,12.8,4.42,33548.73,263,1007.6,48,23.2,0.410
2022-04-16,27.6,24.00,18.38,33.4,13.1,3.84,36381.61,264,1007.0,72,24.5,0.437
2022-04-17,26.9,15.90,19.71,32.0,18.1,4.20,33887.19,240,1007.9,52,23.7,0.452
2022-04-18,27.0,4.90,20.31,32.2,13.9,4.24,35635.41,335,1009.8,46,23.7,0.437
2022-04-19,28.0,9.60,21.01,32.7,19.0,4.69,42388.92,318,1010.4,72,23.8,0.405
2022-04-20,28.7,0.00,24.37,34.3,16.9,5.18,42427.46,320,1007.8,24,24.7,0.365
2022-04-21,29.4,0.00,23.90,35.6,14.6,5.15,42288.93,257,1006.7,16,25.2,0.343
2022-04-22,29.5,0.20,23.74,35.6,16.5,5.18,42503.74,232,1007.6,25,25.2,0.326
2022-04-23,28.5,3.80,21.65,33.5,16.8,4.80,38778.48,193,1008.9,87,24.1,0.320
2022-04-24,28.8,1.80,18.81,34.5,13.7,4.16,41433.42,298,1008.1,84,24.6,0.314
2022-04-25,29.7,0.20,20.28,35.4,14.8,4.67,39998.79,261,1007.4,75,24.8,0.310
2022-04-26,29.0,14.90,22.87,35.1,15.0,4.96,39737.81,304,1007.5,67,25.2,0.418
2022-04-27,29.4,0.10,24.43,35.6,15.8,5.22,42688.36,271,1006.4,13,25.3,0.394
2022-04-28,29.0,5.90,20.73,35.0,16.1,4.51,40370.46,207,1008.5,67,25.4,0.378
2022-04-29,29.0,1.00,20.92,34.7,20.1,4.55,40809.82,287,1008.5,88,25.2,0.404
2022-04-30,29.1,4.30,20.78,34.8,15.9,4.59,37062.23,274,1008.1,87,24.9,0.384
2022-05-01,29.1,7.10,19.29,35.2,15.7,4.22,32741.90,292,1007.1,91,25.4,0.400
2022-05-02,29.3,0.60,21.69,34.6,18.9,4.89,42092.08,298,1006.9,94,24.5,0.374
2022-05-03,29.6,0.80,20.28,34.5,19.9,4.79,42894.32,319,1007.1,78,24.5,0.352
2022-05-04,29.8,1.70,17.29,35.2,19.4,4.22,26742.03,314,1008.0,90,25.0,0.337
2022-05-05,28.9,3.70,15.43,33.8,16.8,3.82,22282.80,322,1007.8,96,24.2,0.334
2022-05-06,28.7,10.80,14.75,34.4,12.2,3.34,22177.89,332,1007.4,80,24.7,0.366
2022-05-07,29.5,0.60,21.65,34.7,18.7,5.08,37459.44,319,1006.9,63,24.5,0.383
2022-05-08,29.8,0.50,20.11,34.9,21.3,4.81,39600.00,310,1005.3,85,24.7,0.357
2022-05-09,29.4,1.10,15.54,34.2,24.7,4.05,23400.13,314,1004.6,100,24.9,0.349
2022-05-10,28.3,7.40,11.86,32.7,22.9,3.22,6837.15,299,1004.9,100,24.7,0.369
2022-05-11,25.5,26.90,5.41,30.9,10.0,1.23,0.00,308,1006.4,100,24.2,0.473
2022-05-12,25.0,23.60,6.22,30.1,12.5,1.33,1804.40,73,1006.6,100,23.8,0.488
2022-05-13,27.8,2.80,17.39,32.7,16.9,3.92,32212.47,291,1005.8,100,23.9,0.473
2022-05-14,27.9,6.00,14.33,33.2,16.8,3.33,19853.68,267,1006.0,100,24.3,0.483
2022-05-15,28.3,2.50,17.98,33.2,21.1,4.14,32764.91,318,1006.6,100,24.2,0.481
2022-05-16,28.0,32.40,15.81,33.3,17.1,3.57,19064.21,324,1005.7,100,24.6,0.487
2022-05-17,26.2,27.00,7.38,31.8,15.3,1.60,1161.78,1,1004.5,100,25.0,0.509
2022-05-18,26.3,56.30,7.93,31.3,15.3,1.79,4512.87,350,1004.4,100,24.8,0.513
2022-05-19,25.1,146.20,3.19,28.5,22.1,1.17,0.00,293,1006.2,100,23.1,0.513
2022-05-20,24.6,9.60,9.07,28.7,15.2,1.89,9783.35,160,1008.3,100,22.9,0.502
2022-05-21,25.5,2.80,10.91,30.3,10.9,2.35,8909.40,148,1008.3,95,23.0,0.486
2022-05-22,25.0,9.80,12.58,29.7,13.2,2.48,11962.23,198,1007.2,100,23.5,0.501
2022-05-23,26.4,6.00,19.07,32.0,13.3,3.75,32096.10,208,1006.0,81,24.6,0.501
2022-05-24,26.6,5.60,17.78,32.5,14.5,3.57,33965.82,275,1007.8,85,24.8,0.491
2022-05-25,27.5,2.70,22.17,33.5,12.7,4.44,40234.31,308,1008.9,55,25.0,0.482
2022-05-26,27.6,1.70,23.14,33.7,16.9,4.57,43200.00,303,1009.2,49,25.1,0.467
2022-05-27,27.4,4.30,23.43,32.9,15.9,4.71,40804.98,283,1009.1,47,24.2,0.474
2022-05-28,26.3,3.90,18.94,31.9,10.1,3.72,37529.75,231,1008.6,46,24.0,0.468
2022-05-29,26.7,1.30,24.18,32.2,13.4,4.78,43200.00,276,1008.3,51,23.9,0.447
2022-05-30,27.0,3.10,21.84,32.1,12.7,4.47,43200.00,298,1007.7,61,23.5,0.431
2022-05-31,25.9,6.00,19.63,31.0,14.1,3.95,38616.73,303,1007.4,94,23.4,0.429
2022-06-01,26.4,0.70,20.82,31.4,14.6,4.19,35398.66,265,1007.1,80,23.3,0.443
2022-06-02,26.8,4.70,20.32,31.9,14.6,4.12,38791.89,288,1007.4,86,23.8,0.450
2022-06-03,26.4,8.40,19.85,31.7,15.3,3.94,39181.18,307,1007.0,76,24.1,0.457
2022-06-04,27.4,0.00,23.33,32.6,14.9,4.75,43200.00,315,1006.2,43,23.8,0.451
2022-06-05,27.9,2.80,17.33,33.3,14.5,3.77,34877.74,254,1006.1,91,24.4,0.419
2022-06-06,27.0,4.60,16.23,32.2,13.9,3.37,29778.63,207,1006.9,96,24.2,0.434
2022-06-07,25.6,19.20,15.00,30.6,12.2,3.00,18315.83,173,1007.8,96,23.7,0.466
2022-06-08,26.2,7.40,20.11,31.2,20.5,4.02,37953.92,248,1007.9,68,23.7,0.472
2022-06-09,26.9,1.90,22.72,32.1,15.1,4.60,43200.00,239,1007.3,59,23.8,0.476
2022-06-10,25.6,14.20,15.33,30.4,17.4,2.95,25985.17,200,1007.9,99,23.8,0.492
2022-06-11,24.9,41.10,14.61,29.3,16.4,2.77,20213.85,183,1008.9,99,23.4,0.508
2022-06-12,24.4,31.50,9.48,28.3,14.2,1.94,6297.33,172,1008.6,100,23.1,0.512
2022-06-13,25.4,27.30,15.06,29.7,14.2,3.01,30414.19,192,1009.2,96,23.3,0.506
2022-06-14,26.2,2.80,18.91,31.1,12.9,3.73,32400.00,218,1008.6,97,23.7,0.489
2022-06-15,26.1,10.30,15.00,31.2,12.0,3.01,26651.09,258,1007.9,100,24.1,0.493
2022-06-16,25.8,10.70,17.63,30.7,15.0,3.55,36057.40,255,1007.8,98,23.4,0.497
2022-06-17,26.0,17.50,17.55,31.3,12.7,3.52,31449.23,279,1007.0,100,23.9,0.500
2022-06-18,25.2,38.50,13.52,30.2,11.2,2.71,20612.29,197,1007.5,100,23.6,0.506
2022-06-19,25.5,36.00,17.02,30.5,11.5,3.38,34152.74,215,1008.3,100,23.5,0.506
2022-06-20,25.3,36.90,17.03,30.1,20.5,3.27,30545.92,247,1007.7,100,23.5,0.504
2022-06-21,24.2,42.20,5.10,29.1,9.9,1.13,0.00,247,1006.9,100,23.2,0.513
2022-06-22,24.0,48.30,8.30,28.2,16.9,1.65,2388.40,180,1007.5,100,23.0,0.514
2022-06-23,24.6,32.70,9.81,28.9,15.2,1.98,5538.73,193,1008.1,100,23.3,0.507
2022-06-24,24.1,36.70,8.26,28.4,19.9,1.64,1448.74,200,1007.9,100,23.1,0.513
2022-06-25,24.2,32.20,8.32,28.4,15.5,1.61,658.63,224,1006.3,100,23.2,0.513
2022-06-26,24.9,20.90,14.62,29.5,13.6,2.85,31012.94,216,1006.3,100,23.5,0.510
2022-06-27,24.4,25.60,13.91,28.6,13.5,2.71,13578.88,192,1008.1,100,22.8,0.506
2022-06-28,24.5,22.20,13.60,28.8,14.5,2.63,16383.05,223,1008.3,99,23.0,0.511
2022-06-29,24.3,65.00,3.36,29.0,14.5,0.82,0.00,285,1007.3,100,23.5,0.512
2022-06-30,24.1,70.40,8.37,28.8,11.2,1.67,3907.48,289,1006.9,100,23.2,0.511
2022-07-01,24.3,46.00,6.56,28.9,15.5,1.36,0.00,294,1007.5,100,23.4,0.508
2022-07-02,24.3,28.20,10.51,29.0,14.0,2.03,6612.10,325,1006.6,100,23.3,0.512
2022-07-03,25.0,25.00,17.00,29.4,19.4,3.28,29082.08,252,1006.7,100,23.1,0.507
2022-07-04,24.6,114.30,3.25,28.3,21.6,0.89,0.00,262,1007.1,100,23.4,0.513
2022-07-05,24.7,119.80,2.66,28.5,18.8,0.79,0.00,263,1006.1,100,23.6,0.513
2022-07-06,24.3,47.70,12.59,28.4,17.4,2.33,17692.30,264,1007.3,100,23.1,0.512
2022-07-07,24.2,41.10,7.95,28.3,17.6,1.66,1175.40,273,1009.6,100,23.0,0.508
2022-07-08,23.9,66.30,4.12,27.6,16.0,0.98,0.00,289,1009.1,100,22.9,0.509
2022-07-09,24.0,57.40,4.97,27.6,17.2,1.14,0.00,296,1007.7,100,22.9,0.506
