latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
13.321617,74.79452,97.0,19800,Asia/Kolkata,GMT+5:30

time,temperature_2m_mean (°C),precipitation_sum (mm),shortwave_radiation_sum (MJ/m²),apparent_temperature_mean (°C),wind_speed_10m_max (km/h),et0_fao_evapotranspiration (mm),sunshine_duration (s),wind_direction_10m_dominant (°),pressure_msl_mean (hPa),cloud_cover_mean (%),dew_point_2m_mean (°C),soil_moisture_0_to_7cm_mean (m³/m³)
2015-11-17,26.0,0.10,18.01,29.3,10.7,3.97,37440.22,5,1008.1,73,20.9,0.433
2015-11-18,26.5,0.00,17.45,29.1,13.5,4.17,38226.00,43,1008.4,67,20.5,0.421
2015-11-19,26.3,2.20,15.58,30.2,10.4,3.37,35369.06,48,1009.1,98,21.7,0.423
2015-11-20,25.7,11.80,15.96,30.1,12.3,3.25,31280.18,116,1009.0,92,22.5,0.443
2015-11-21,25.8,4.00,19.16,30.5,9.7,3.86,38064.38,16,1009.4,42,22.9,0.475
2015-11-22,26.5,4.00,17.54,31.4,8.6,3.65,33712.02,44,1008.9,87,23.1,0.479
2015-11-23,25.7,4.90,9.63,30.8,8.2,2.08,19809.30,84,1010.2,99,23.5,0.496
2015-11-24,25.5,5.60,13.23,30.7,6.8,2.70,34520.16,9,1010.7,99,23.4,0.439
2015-11-25,26.2,0.00,20.26,30.7,11.9,4.18,38006.70,348,1010.5,15,22.5,0.458
2015-11-26,25.2,0.00,21.27,28.4,10.6,4.39,37973.60,60,1011.1,28,19.9,0.444
2015-11-27,25.3,0.00,19.32,29.4,11.6,3.94,37940.25,254,1010.0,24,21.4,0.433
2015-11-28,26.0,0.20,18.63,30.6,12.2,3.86,37417.93,322,1011.4,37,22.6,0.424
2015-11-29,25.5,0.00,20.31,29.5,11.5,4.21,37060.73,101,1011.7,57,21.1,0.414
2015-11-30,25.9,0.00,13.82,30.4,7.7,2.87,36127.75,63,1012.3,72,22.3,0.408
2015-12-01,26.6,2.60,16.05,31.5,10.4,3.37,35957.33,344,1010.7,78,23.1,0.421
2015-12-02,26.9,0.00,17.74,31.4,11.4,3.78,36140.88,42,1010.4,77,22.4,0.431
2015-12-03,26.8,3.30,17.47,31.3,11.2,3.71,36372.96,349,1011.0,69,22.5,0.415
2015-12-04,27.0,0.00,20.42,29.4,13.2,4.93,36935.31,33,1010.1,25,18.8,0.401
2015-12-05,26.7,0.00,19.52,28.6,12.5,4.83,37595.94,32,1009.8,67,17.9,0.385
2015-12-06,27.0,0.00,18.45,28.9,12.3,4.55,37038.84,59,1009.9,92,17.8,0.371
2015-12-07,27.1,0.00,16.95,30.0,11.2,4.08,35955.54,22,1010.7,94,19.9,0.360
2015-12-08,26.2,0.00,15.38,29.1,12.8,3.62,36067.38,118,1011.5,82,20.0,0.351
2015-12-09,26.3,0.00,15.67,29.3,12.1,3.74,33759.24,96,1011.2,83,20.2,0.344
2015-12-10,27.0,0.00,18.93,31.8,11.2,3.98,36912.40,333,1011.4,56,22.7,0.338
2015-12-11,26.1,1.20,15.47,30.9,11.0,3.14,35300.78,271,1011.0,98,23.2,0.341
2015-12-12,26.5,1.40,17.58,31.5,12.3,3.63,36394.62,343,1009.9,60,23.3,0.350
2015-12-13,26.3,4.00,17.39,31.6,10.6,3.45,36395.49,248,1010.7,55,23.9,0.358
2015-12-14,26.5,3.20,15.14,31.6,11.4,3.11,34579.65,224,1011.4,93,23.6,0.386
2015-12-15,26.2,1.30,17.46,31.3,12.9,3.53,36202.78,246,1011.2,64,23.4,0.386
2015-12-16,26.5,0.10,17.60,31.4,10.3,3.63,36278.36,291,1011.4,28,23.1,0.383
2015-12-17,26.5,0.10,18.84,31.3,13.7,3.88,36185.42,325,1010.9,26,23.1,0.370
2015-12-18,26.3,0.00,19.20,31.1,13.7,3.92,36445.16,198,1012.0,15,23.0,0.358
2015-12-19,26.3,0.00,19.22,30.8,12.3,3.98,36444.73,347,1013.6,13,22.5,0.348
2015-12-20,25.5,0.00,19.90,29.7,15.4,4.07,36609.96,327,1013.3,18,22.1,0.338
2015-12-21,26.2,0.00,18.17,30.1,13.8,3.92,36180.37,352,1013.4,27,21.8,0.329
2015-12-22,26.2,0.00,18.78,30.0,15.6,4.19,36440.05,337,1013.6,18,21.8,0.321
2015-12-23,25.9,0.00,19.95,29.4,13.5,4.26,36768.39,334,1013.9,1,21.1,0.313
2015-12-24,25.4,0.00,19.97,28.7,15.8,4.28,36685.89,320,1013.3,1,20.8,0.306
2015-12-25,25.7,0.00,20.00,28.7,17.7,4.44,36772.43,313,1012.8,0,20.3,0.300
2015-12-26,25.9,0.00,20.53,27.9,16.4,4.81,36941.32,2,1013.0,3,18.2,0.294
2015-12-27,26.1,0.00,20.29,27.8,15.9,4.91,36864.88,17,1013.3,28,17.5,0.288
2015-12-28,26.3,0.00,20.35,28.3,13.0,4.76,36957.84,14,1014.4,0,17.8,0.283
2015-12-29,25.9,0.00,20.76,26.8,13.8,5.04,37053.50,32,1013.6,1,15.2,0.279
2015-12-30,25.6,0.00,21.00,26.8,13.0,4.82,37151.84,31,1012.5,7,15.5,0.275
2015-12-31,25.4,0.00,21.11,25.6,11.5,5.15,36515.78,30,1012.7,95,13.0,0.272
2016-01-01,25.6,0.00,20.53,25.9,13.8,5.18,36974.60,35,1014.5,48,13.6,0.268
2016-01-02,25.4,0.00,21.39,25.4,12.7,5.27,37392.93,13,1015.6,37,12.2,0.266
2016-01-03,25.0,0.00,21.27,25.2,15.7,5.36,37403.38,352,1014.1,65,13.4,0.263
2016-01-04,25.5,0.00,21.23,26.2,17.3,5.24,37447.23,347,1013.9,39,14.6,0.261
2016-01-05,25.1,0.00,21.10,26.4,16.8,4.83,37561.90,238,1013.7,9,16.0,0.259
2016-01-06,25.0,0.00,21.21,26.1,15.1,4.88,37654.34,359,1013.4,5,15.5,0.258
2016-01-07,25.2,0.00,20.76,26.7,16.1,4.84,37523.09,61,1013.8,2,16.6,0.257
2016-01-08,25.5,0.00,19.05,27.8,14.4,4.42,34276.73,344,1013.9,68,18.2,0.256
2016-01-09,25.3,0.00,20.80,26.5,15.5,4.86,37467.59,81,1012.1,67,15.8,0.255
2016-01-10,24.7,0.00,20.86,26.8,13.9,4.56,37676.55,261,1013.1,30,17.5,0.255
2016-01-11,24.6,0.00,20.83,26.9,15.0,4.52,37713.32,289,1013.5,24,18.2,0.254
2016-01-12,24.8,0.00,20.22,27.1,14.6,4.46,36934.30,325,1012.3,83,18.6,0.254
2016-01-13,24.5,0.00,20.85,27.0,13.7,4.46,37762.46,325,1012.0,52,18.6,0.253
2016-01-14,24.5,0.00,20.28,26.8,16.2,4.38,37796.43,343,1012.1,25,19.0,0.253
2016-01-15,24.5,0.00,19.47,27.4,13.0,4.04,37829.79,333,1011.4,84,19.9,0.253
2016-01-16,24.5,0.00,18.67,27.2,14.9,3.92,36939.93,338,1011.5,97,19.8,0.255
2016-01-17,24.5,0.00,20.27,26.9,13.1,4.36,37896.61,341,1011.0,16,18.8,0.256
2016-01-18,24.8,0.00,16.65,26.7,13.2,3.83,37773.95,335,1010.1,28,18.1,0.255
2016-01-19,24.3,1.10,7.77,26.9,12.0,2.13,14820.96,342,1010.5,92,19.5,0.259
2016-01-20,25.9,0.00,11.56,28.2,9.0,2.92,35836.75,344,1011.6,62,18.8,0.264
2016-01-21,25.9,0.00,20.72,28.3,18.0,4.87,38029.89,339,1011.9,43,19.3,0.262
2016-01-22,25.6,0.00,20.69,28.7,14.2,4.50,38062.85,256,1011.8,42,19.9,0.260
2016-01-23,26.8,0.00,19.46,30.2,14.4,4.46,38095.55,299,1012.6,23,20.8,0.259
2016-01-24,27.1,0.00,20.70,30.5,13.5,4.61,38127.96,272,1013.0,5,20.6,0.258
2016-01-25,26.8,0.00,20.90,30.4,14.5,4.70,38160.02,322,1012.2,41,21.1,0.257
2016-01-26,26.4,0.00,21.86,28.1,19.4,5.51,38191.69,335,1012.2,23,18.0,0.256
2016-01-27,25.5,0.00,21.62,27.3,18.4,5.01,38222.91,332,1012.7,43,18.8,0.255
2016-01-28,25.3,0.00,21.21,28.7,15.6,4.52,38253.65,316,1012.6,50,20.6,0.254
2016-01-29,25.4,0.00,20.87,28.8,15.3,4.46,38283.84,319,1013.2,21,21.0,0.253
2016-01-30,26.5,0.00,22.32,29.6,18.9,5.09,38334.98,286,1012.4,19,19.8,0.253
2016-01-31,26.7,0.00,22.42,29.5,18.8,5.18,38342.42,274,1011.9,55,19.0,0.253
2016-02-01,26.3,0.00,22.90,28.5,17.6,5.36,38370.71,301,1012.1,66,17.7,0.252
2016-02-02,25.6,0.00,22.99,28.0,16.3,5.10,38398.28,244,1012.6,83,18.4,0.252
2016-02-03,25.2,0.00,22.07,28.4,15.4,4.76,37956.35,271,1012.2,98,19.8,0.252
2016-02-04,25.6,0.00,22.61,29.1,15.8,4.83,38466.94,268,1012.0,67,20.6,0.251
2016-02-05,25.6,0.00,21.36,28.8,14.8,4.62,38476.52,238,1012.0,30,20.7,0.251
2016-02-06,25.5,0.00,21.15,28.7,15.5,4.60,38501.35,318,1011.3,8,20.3,0.252
2016-02-07,25.8,0.00,21.66,28.1,19.1,4.98,38525.61,337,1012.8,16,19.7,0.251
2016-02-08,26.1,0.00,21.51,28.6,18.7,4.93,38549.29,327,1011.9,65,20.2,0.251
2016-02-09,26.2,0.00,20.43,29.3,16.3,4.64,38572.40,323,1012.1,87,20.9,0.251
2016-02-10,26.4,0.00,20.85,29.5,19.3,4.69,38594.94,330,1011.9,53,21.3,0.252
2016-02-11,26.1,0.00,20.30,29.0,20.6,4.60,38616.90,333,1011.6,43,21.2,0.252
2016-02-12,25.5,0.00,19.96,28.5,18.8,4.47,38638.30,325,1011.6,29,21.0,0.252
2016-02-13,25.6,0.00,18.98,27.4,19.4,4.65,38659.14,331,1012.1,25,19.3,0.252
2016-02-14,26.0,0.00,21.41,28.1,17.7,5.06,38740.15,325,1011.3,8,19.3,0.252
2016-02-15,26.1,0.00,22.85,29.0,18.7,5.08,38757.21,320,1011.9,6,19.9,0.252
2016-02-16,26.4,0.00,22.27,29.4,17.0,5.12,38773.48,320,1012.3,29,20.1,0.251
2016-02-17,27.0,0.00,23.07,30.0,20.1,5.38,38788.95,325,1011.9,45,20.8,0.251
2016-02-18,28.1,0.00,22.95,31.5,19.7,5.50,38880.37,270,1011.2,24,20.9,0.251
2016-02-19,27.9,0.00,22.33,31.7,16.4,5.14,38772.62,330,1012.8,64,21.7,0.251
2016-02-20,27.5,0.00,22.47,31.5,16.8,5.10,38910.16,314,1013.2,59,21.9,0.251
2016-02-21,27.3,0.00,22.10,31.8,17.3,4.90,38842.87,303,1012.9,73,22.8,0.251
2016-02-22,28.0,0.00,23.06,32.9,17.7,5.08,38854.42,311,1012.2,11,23.4,0.251
2016-02-23,27.8,0.00,21.05,32.4,15.6,4.72,38865.21,208,1011.8,33,23.4,0.252
2016-02-24,27.4,0.30,21.10,31.9,14.8,4.60,38875.21,291,1011.8,24,22.8,0.254
2016-02-25,26.8,0.00,23.45,30.4,17.0,5.23,39057.43,316,1012.0,16,21.3,0.256
2016-02-26,27.2,0.00,22.87,30.5,18.2,5.34,39068.17,317,1012.1,43,21.2,0.255
2016-02-27,27.5,0.00,22.63,31.7,17.3,5.02,38558.32,282,1013.4,82,22.0,0.254
2016-02-28,27.4,0.00,22.16,31.7,18.9,4.94,38905.78,314,1014.1,83,22.3,0.254
2016-02-29,27.6,0.00,20.04,31.9,14.6,4.62,35789.30,306,1013.7,93,22.3,0.254
2016-03-01,27.5,0.00,19.20,32.2,17.5,4.39,32757.53,294,1012.1,93,22.8,0.253
2016-03-02,27.9,0.00,20.52,32.7,16.3,4.62,36167.97,306,1012.4,96,23.1,0.253
2016-03-03,29.1,0.10,23.24,33.8,20.7,5.57,38949.09,301,1012.4,58,23.2,0.253
2016-03-04,28.6,0.00,22.77,33.4,18.0,5.19,38958.66,245,1011.7,59,23.3,0.254
2016-03-05,28.3,0.20,23.56,33.1,16.3,5.20,38967.80,238,1010.7,62,23.1,0.255
2016-03-06,28.4,0.90,22.13,33.1,14.1,4.99,39324.58,294,1010.4,20,23.2,0.259
2016-03-07,28.2,0.20,22.92,33.3,13.8,5.07,39431.89,293,1009.7,32,23.2,0.265
2016-03-08,27.9,0.40,22.73,32.6,13.7,5.06,39749.02,280,1009.7,31,23.0,0.266
2016-03-09,27.9,0.00,22.27,32.4,14.6,5.01,38329.35,282,1010.4,57,22.5,0.266
2016-03-10,28.3,0.00,23.00,33.1,16.2,5.18,39446.69,232,1011.0,56,23.1,0.264
2016-03-11,28.5,0.00,23.27,33.2,15.7,5.31,39989.82,281,1011.9,45,22.9,0.261
2016-03-12,28.1,0.00,23.53,32.9,16.2,5.27,39781.26,284,1011.4,17,23.1,0.259
2016-03-13,28.3,0.00,24.42,32.1,20.9,5.82,40008.76,324,1011.8,43,22.0,0.258
2016-03-14,28.2,0.00,25.27,31.4,21.7,6.25,40352.38,321,1011.0,23,21.1,0.257
2016-03-15,27.4,0.00,25.24,30.0,17.9,6.04,40702.65,318,1011.6,2,19.9,0.255
2016-03-16,26.9,0.00,25.42,29.9,19.2,5.81,40603.08,323,1011.4,26,20.3,0.254
2016-03-17,27.3,0.00,25.21,30.6,16.8,5.87,40500.30,319,1011.4,42,20.8,0.253
2016-03-18,28.1,0.00,25.07,31.6,23.2,6.03,40976.28,320,1010.2,7,21.8,0.253
2016-03-19,28.3,0.00,23.35,33.0,16.0,5.31,39932.61,298,1010.9,20,23.4,0.252
2016-03-20,28.7,0.00,23.52,34.0,18.9,5.28,40766.78,287,1010.7,15,23.8,0.252
2016-03-21,29.0,0.00,23.83,34.3,18.8,5.38,39818.31,215,1010.1,16,24.3,0.252
2016-03-22,29.0,0.00,23.83,34.3,17.9,5.42,40545.13,214,1009.2,32,23.9,0.252
2016-03-23,28.8,0.00,23.35,33.9,15.8,5.27,41040.66,260,1009.5,35,23.3,0.252
2016-03-24,28.5,0.00,21.75,33.1,15.2,5.09,40435.27,301,1011.1,20,22.9,0.252
2016-03-25,29.0,0.00,23.34,33.7,13.4,5.38,41364.85,275,1012.6,22,23.0,0.253
2016-03-26,28.6,0.00,24.42,33.0,17.0,5.59,41322.40,301,1012.1,14,22.4,0.253
2016-03-27,28.5,0.00,25.21,32.8,18.3,5.73,41453.82,257,1011.5,17,22.2,0.253
2016-03-28,28.8,0.00,24.96,33.4,16.7,5.70,40962.30,263,1011.6,17,23.0,0.252
2016-03-29,28.9,0.20,23.70,34.0,15.0,5.40,40841.33,295,1011.9,14,23.3,0.253
2016-03-30,29.1,0.10,23.63,34.3,14.4,5.41,40977.13,305,1012.0,32,23.9,0.256
2016-03-31,29.1,0.10,22.59,33.9,13.8,5.32,40853.73,313,1011.3,19,23.5,0.260
2016-04-01,29.1,0.00,24.30,33.9,13.0,5.56,41672.31,287,1009.2,18,23.1,0.259
2016-04-02,29.3,0.00,24.16,34.1,15.4,5.59,41715.10,307,1010.0,20,23.1,0.258
2016-04-03,29.1,0.00,23.63,33.9,16.4,5.52,41004.94,311,1011.5,63,23.3,0.258
2016-04-04,29.1,0.00,24.28,34.0,15.1,5.64,41799.49,288,1009.9,19,23.4,0.257
2016-04-05,29.2,0.80,22.32,33.9,15.1,5.23,40478.45,306,1009.7,26,23.2,0.258
2016-04-06,28.7,4.70,21.75,33.9,14.2,4.83,40888.88,295,1010.4,48,23.9,0.286
2016-04-07,29.4,1.50,24.45,34.7,17.4,5.65,41924.28,315,1009.3,21,24.3,0.332
2016-04-08,29.5,0.00,24.41,34.8,15.1,5.60,41724.22,278,1009.1,14,23.8,0.320
2016-04-09,29.3,0.20,22.35,34.4,14.8,5.18,41734.05,239,1010.3,52,23.6,0.307
2016-04-10,29.2,0.00,22.83,33.8,15.9,5.35,40360.73,301,1011.4,89,23.0,0.299
2016-04-11,29.1,0.00,24.20,33.9,17.1,5.60,42089.34,313,1010.4,30,23.5,0.290
2016-04-12,30.0,0.00,23.70,34.9,16.7,5.66,41621.87,278,1009.0,38,23.6,0.283
2016-04-13,29.7,0.00,24.43,34.5,17.1,5.77,41913.52,298,1008.1,24,23.5,0.277
2016-04-14,29.3,0.00,25.30,33.9,17.8,5.94,42211.21,308,1007.5,52,23.3,0.273
2016-04-15,29.4,0.00,25.21,34.3,17.4,5.86,42251.32,306,1008.8,13,23.5,0.268
2016-04-16,29.5,0.00,23.14,34.6,14.7,5.43,42231.52,297,1009.2,24,23.6,0.265
2016-04-17,29.2,0.00,25.97,33.0,19.5,6.30,42330.57,317,1008.4,43,21.9,0.262
2016-04-18,29.0,0.00,25.22,33.6,15.3,5.78,42369.68,306,1008.3,20,23.0,0.260
2016-04-19,29.8,0.00,24.31,34.9,15.5,5.72,42408.39,283,1008.8,24,23.6,0.258
2016-04-20,30.0,0.00,23.87,35.1,15.7,5.72,42446.69,298,1010.6,25,23.8,0.257
2016-04-21,29.7,0.00,23.09,34.2,19.3,5.69,42143.94,308,1010.2,61,23.6,0.256
2016-04-22,29.4,0.00,23.86,33.2,19.8,5.98,40972.42,313,1010.3,40,22.7,0.257
2016-04-23,29.2,0.00,25.54,32.5,18.8,6.40,42558.78,317,1008.3,17,22.2,0.256
2016-04-24,29.0,0.00,25.39,32.6,22.0,6.27,42595.08,318,1007.0,21,22.5,0.255
2016-04-25,28.9,0.00,25.27,33.0,18.8,6.02,42630.99,313,1007.5,18,22.7,0.254
2016-04-26,29.2,0.00,24.39,33.2,19.6,6.02,42666.68,321,1008.5,20,22.9,0.253
2016-04-27,29.3,0.00,24.61,34.3,17.1,5.63,42702.13,297,1008.3,16,23.7,0.253
2016-04-28,29.4,0.00,24.96,34.4,15.5,5.74,42737.34,272,1008.3,29,23.4,0.253
2016-04-29,29.4,0.00,24.39,34.5,15.5,5.66,42772.24,280,1009.0,24,23.5,0.253
2016-04-30,29.5,0.00,24.58,34.1,17.1,5.81,42718.09,306,1009.2,21,23.0,0.252
2016-05-01,29.7,0.00,23.72,34.6,19.6,5.67,42841.08,298,1008.9,38,23.7,0.253
2016-05-02,29.7,0.00,23.84,34.1,17.6,5.77,42596.30,309,1009.0,23,23.0,0.254
2016-05-03,29.9,0.00,23.44,34.7,21.7,5.63,42908.43,307,1008.3,35,23.7,0.253
2016-05-04,29.6,0.20,21.30,34.2,18.5,5.19,40147.64,307,1008.4,38,23.5,0.254
2016-05-05,29.5,0.00,24.00,34.2,17.9,5.68,42942.50,309,1008.6,46,23.3,0.254
2016-05-06,29.5,0.00,23.84,33.7,19.2,5.79,42953.81,317,1008.8,37,23.1,0.253
2016-05-07,29.4,0.00,25.43,33.4,19.1,6.10,42965.39,321,1008.3,16,22.7,0.253
2016-05-08,29.2,0.00,25.17,32.9,18.8,6.18,42977.24,320,1009.7,38,22.1,0.252
2016-05-09,29.6,0.00,26.23,33.2,22.4,6.61,42989.35,324,1008.6,14,22.2,0.252
2016-05-10,29.4,0.00,26.01,34.2,19.7,6.06,43001.72,308,1008.6,27,23.6,0.252
2016-05-11,29.6,0.00,24.45,35.1,17.0,5.54,43014.34,313,1008.7,74,24.0,0.254
2016-05-12,29.3,1.20,12.62,34.0,17.5,3.52,24481.82,315,1007.3,99,24.1,0.259
2016-05-13,28.6,5.90,18.46,33.5,18.5,4.45,31380.42,326,1007.3,95,24.4,0.323
2016-05-14,30.0,0.60,21.81,34.9,21.6,5.36,41602.73,319,1007.8,89,25.0,0.324
2016-05-15,29.5,17.90,20.15,35.2,22.4,4.63,36240.87,311,1007.7,97,25.4,0.331
2016-05-16,27.0,20.80,8.60,32.3,16.6,2.04,1243.35,173,1006.1,97,24.5,0.453
2016-05-17,28.1,0.90,14.86,33.3,18.9,3.49,17257.86,316,1004.0,98,24.9,0.446
2016-05-18,28.0,7.20,14.95,33.1,17.4,3.53,23961.88,293,1004.2,100,24.7,0.461
2016-05-19,28.2,3.00,16.91,33.0,18.1,3.85,32386.04,281,1004.8,100,24.6,0.439
2016-05-20,27.0,7.00,9.73,32.8,10.9,2.13,14639.33,279,1006.4,100,25.1,0.454
2016-05-21,28.6,0.70,20.44,33.9,15.9,4.53,39559.38,302,1007.9,81,24.5,0.436
2016-05-22,28.4,1.10,22.03,33.9,16.5,4.77,43175.68,299,1009.1,48,24.6,0.413
2016-05-23,28.5,0.60,23.27,33.8,15.3,5.06,43192.15,310,1009.8,40,24.5,0.398
2016-05-24,27.9,4.90,20.98,33.2,15.9,4.42,43200.00,304,1009.2,55,24.7,0.398
2016-05-25,27.2,5.80,18.87,32.9,13.7,3.90,40749.07,274,1008.9,59,24.6,0.439
2016-05-26,27.4,5.70,19.49,33.2,11.6,4.00,37322.98,261,1008.9,78,24.7,0.446
2016-05-27,27.3,11.90,20.24,32.9,15.9,4.09,43200.00,311,1009.5,84,24.6,0.462
2016-05-28,27.3,6.50,20.57,32.8,17.3,4.32,39120.32,300,1009.4,84,24.4,0.467
2016-05-29,27.2,5.20,20.15,32.9,10.7,4.15,38246.59,257,1009.1,86,24.4,0.470
2016-05-30,27.0,4.90,19.56,32.8,13.2,3.99,33623.68,229,1008.2,66,24.3,0.464
2016-05-31,26.5,9.70,18.17,31.9,14.5,3.73,37262.43,255,1008.9,79,24.0,0.485
2016-06-01,26.3,17.60,17.21,31.8,13.4,3.52,32400.00,231,1009.3,94,24.1,0.489
2016-06-02,26.2,16.50,18.54,31.7,14.4,3.77,28777.50,190,1008.7,99,24.1,0.475
2016-06-03,26.3,17.20,16.26,31.6,15.0,3.30,26066.33,190,1007.8,88,24.0,0.462
2016-06-04,26.0,19.40,15.35,31.4,11.9,3.11,31421.80,252,1007.9,100,24.1,0.482
2016-06-05,25.1,30.70,7.38,30.1,11.5,1.63,4281.39,160,1007.9,100,23.7,0.473
2016-06-06,25.8,8.80,16.80,30.6,11.3,3.33,37143.25,170,1007.9,97,23.8,0.481
2016-06-07,26.0,13.30,14.21,31.2,9.8,2.90,31486.93,164,1007.6,100,24.0,0.491
2016-06-08,25.8,33.70,14.93,31.0,12.6,2.96,26590.73,188,1007.6,100,24.1,0.482
2016-06-09,25.1,44.80,8.81,30.2,11.8,1.81,9379.32,204,1007.4,99,24.0,0.472
2016-06-10,25.0,69.10,10.85,29.0,21.7,2.12,20403.21,267,1008.2,96,23.8,0.483
2016-06-11,25.2,13.50,16.56,30.0,16.6,3.12,34126.14,281,1010.0,86,23.7,0.456
2016-06-12,25.8,5.40,19.60,31.1,14.8,3.82,41081.42,299,1010.1,95,24.0,0.491
2016-06-13,25.2,9.20,12.95,29.7,13.1,2.55,28852.28,281,1010.8,99,23.6,0.507
2016-06-14,25.6,6.10,16.35,30.5,14.3,3.21,42905.85,294,1010.1,94,23.9,0.509
2016-06-15,25.7,6.70,19.25,30.4,16.7,3.70,40334.41,265,1008.6,99,23.6,0.505
2016-06-16,24.8,14.30,15.24,28.9,15.7,2.88,33453.14,260,1007.5,97,23.0,0.483
2016-06-17,25.2,4.50,11.74,30.1,11.3,2.42,23762.62,298,1006.8,100,23.5,0.487
2016-06-18,24.8,10.50,12.43,29.1,16.9,2.42,24620.03,315,1007.2,100,23.4,0.498
2016-06-19,23.4,54.90,3.93,27.5,15.4,0.90,0.00,320,1006.9,99,22.5,0.476
2016-06-20,24.2,45.00,6.77,28.5,16.2,1.38,2843.09,255,1005.8,96,23.3,0.492
2016-06-21,24.9,23.00,12.50,28.3,18.3,2.63,28785.26,273,1006.8,95,22.6,0.457
2016-06-22,24.0,102.60,6.81,27.7,25.4,1.36,1377.82,283,1008.4,100,23.1,0.493
2016-06-23,24.1,65.50,4.74,27.6,20.6,1.02,0.00,270,1009.6,100,23.2,0.470
2016-06-24,24.1,48.70,6.36,28.1,20.8,1.27,3842.88,285,1008.9,99,23.1,0.474
2016-06-25,23.8,60.90,3.86,27.5,22.0,0.90,0.00,277,1009.7,100,22.9,0.479
2016-06-26,24.1,22.70,9.63,28.0,18.4,1.90,10769.10,271,1008.9,97,23.0,0.480
2016-06-27,23.8,33.90,5.81,27.6,17.3,1.22,0.00,274,1007.5,100,22.9,0.474
2016-06-28,23.9,38.10,7.57,27.1,22.7,1.39,2133.96,260,1007.4,100,23.1,0.485
2016-06-29,24.2,68.30,3.89,27.5,22.7,0.86,0.00,264,1008.1,100,23.4,0.486
2016-06-30,24.6,21.30,12.50,28.2,19.5,2.33,20481.12,266,1008.4,98,23.4,0.483
2016-07-01,25.2,20.80,16.61,28.9,22.5,3.05,39101.16,256,1007.8,99,23.6,0.472
2016-07-02,26.0,7.50,19.17,29.7,24.1,3.69,41724.00,251,1007.7,99,23.6,0.480
2016-07-03,25.0,27.20,16.11,28.7,22.1,2.94,35974.13,251,1008.6,100,23.6,0.483
2016-07-04,24.7,49.60,8.81,28.4,21.7,1.72,13625.59,261,1008.8,100,23.7,0.479
2016-07-05,24.5,48.40,9.78,28.3,18.7,1.79,10785.46,262,1008.6,100,23.6,0.488
2016-07-06,24.6,33.30,14.90,28.2,18.9,2.63,36084.09,260,1008.4,99,23.3,0.478
2016-07-07,25.0,21.70,15.41,29.3,16.3,2.93,37629.22,253,1008.5,98,23.4,0.480
2016-07-08,25.3,8.70,20.04,29.3,20.7,3.64,41448.81,266,1008.4,98,23.5,0.473
2016-07-09,25.2,12.80,17.72,28.6,23.2,3.25,39065.97,253,1008.4,99,23.4,0.482
2016-07-10,24.6,14.20,15.00,27.8,23.1,2.71,29951.95,251,1008.3,100,23.1,0.472
2016-07-11,24.7,15.10,13.95,27.9,21.3,2.62,25051.04,260,1008.2,99,23.1,0.500
2016-07-12,24.5,15.40,14.81,28.0,18.3,2.65,32466.58,255,1008.8,100,23.1,0.483
2016-07-13,24.9,11.90,18.59,28.8,17.0,3.40,42192.18,249,1008.5,83,23.1,0.472
2016-07-14,24.6,11.10,18.19,28.7,18.1,3.31,41864.07,259,1007.6,92,22.9,0.499
2016-07-15,25.0,14.60,18.76,29.3,16.9,3.60,38320.61,279,1007.9,94,22.8,0.493
2016-07-16,24.9,18.00,17.43,29.6,14.1,3.32,35179.21,251,1008.9,99,23.1,0.476
2016-07-17,24.5,39.90,12.46,28.9,15.3,2.40,22175.15,229,1010.8,100,23.0,0.469
2016-07-18,23.9,58.80,7.21,28.2,17.8,1.42,4111.27,270,1011.5,99,23.0,0.487
2016-07-19,24.4,8.80,13.73,28.8,12.5,2.77,26537.22,306,1011.0,99,22.7,0.496
2016-07-20,24.3,11.20,13.78,27.8,21.1,2.67,18477.15,323,1010.1,98,22.5,0.502
2016-07-21,24.2,15.80,12.47,27.5,18.1,2.38,25848.17,301,1009.1,99,22.6,0.491
2016-07-22,24.1,10.20,11.03,27.4,15.4,2.26,15927.67,299,1008.5,100,22.3,0.465
2016-07-23,23.5,35.60,4.94,26.9,18.0,1.06,574.20,284,1007.8,100,22.5,0.476
2016-07-24,23.6,53.20,4.90,27.0,18.0,1.08,3600.00,289,1007.6,100,22.5,0.483
2016-07-25,23.9,17.80,7.36,28.0,14.3,1.48,2246.80,285,1007.5,100,22.8,0.487
2016-07-26,24.4,11.80,11.86,28.7,11.6,2.39,13479.10,304,1007.3,100,22.7,0.504
2016-07-27,24.4,23.50,12.46,28.4,19.1,2.41,20263.91,309,1007.9,99,23.0,0.482
2016-07-28,24.5,11.80,14.23,28.2,17.6,2.71,26408.49,314,1008.3,95,22.8,0.476
2016-07-29,23.7,18.20,7.53,27.4,15.3,1.51,4169.47,319,1008.7,99,22.6,0.495
2016-07-30,23.3,36.90,6.00,27.6,12.9,1.26,1746.07,281,1009.1,100,22.3,0.473
2016-07-31,24.2,7.40,14.45,28.4,12.6,2.79,24561.46,261,1010.3,98,22.5,0.497
2016-08-01,24.2,8.90,12.21,27.9,16.2,2.42,18756.56,267,1010.2,99,22.5,0.469
